1778905338.844975473	cpu7 69759 12898 48783 8783770 509 3758 902 0 31 0
1778905340.013216620	cpu  1577055 389875 2233510 65947224 18305 622844 185724 0 534 0
1778905340.013216620	cpu0 278674 84456 526775 7569687 3655 309865 42944 0 109 0
1778905340.013216620	cpu1 310364 84283 496024 7728673 3748 144400 30299 0 94 0
1778905340.013216620	cpu2 223046 54441 305574 8219888 3085 39374 28905 0 102 0
1778905340.013216620	cpu3 224753 52698 311334 8220900 2963 39173 24260 0 124 0
1778905340.013216620	cpu4 235654 53831 322622 8202956 3101 41548 13443 0 30 0
1778905340.013216620	cpu5 116036 25099 109319 8641916 633 10892 3588 0 20 0
1778905340.013216620	cpu6 118747 22166 113051 8579357 607 33831 41379 0 21 0
1778905340.013216620	cpu7 69776 12898 48808 8783843 509 3758 902 0 31 0
1778905341.256975605	cpu  1577156 389877 2233729 65947892 18305 622853 185729 0 534 0
1778905341.256975605	cpu0 278701 84456 526845 7569711 3655 309868 42945 0 109 0
1778905341.256975605	cpu1 310388 84283 496073 7728722 3748 144402 30301 0 94 0
1778905341.256975605	cpu2 223053 54443 305585 8219992 3085 39374 28906 0 102 0
1778905341.256975605	cpu3 224764 52698 311366 8220983 2963 39174 24260 0 124 0
1778905341.256975605	cpu4 235656 53831 322631 8203067 3101 41548 13444 0 30 0
1778905341.256975605	cpu5 116044 25099 109329 8642025 633 10892 3588 0 20 0
1778905341.256975605	cpu6 118758 22166 113065 8579456 607 33832 41379 0 21 0
1778905341.256975605	cpu7 69789 12898 48832 8783932 509 3758 902 0 31 0
1778905342.494960867	cpu  1577281 389881 2234018 65948425 18305 622864 185734 0 534 0
1778905342.494960867	cpu0 278722 84457 526918 7569733 3655 309871 42946 0 109 0
1778905342.494960867	cpu1 310411 84283 496142 7728747 3748 144404 30302 0 94 0
1778905342.494960867	cpu2 223075 54443 305606 8220067 3085 39376 28907 0 102 0
1778905342.494960867	cpu3 224780 52700 311402 8221045 2963 39176 24261 0 124 0
1778905342.494960867	cpu4 235667 53831 322643 8203163 3101 41549 13444 0 30 0
1778905342.494960867	cpu5 116048 25099 109341 8642130 633 10892 3588 0 20 0
1778905342.494960867	cpu6 118770 22166 113093 8579536 607 33833 41380 0 21 0
1778905342.494960867	cpu7 69803 12898 48869 8784001 509 3759 902 0 31 0
1778905343.672237300	cpu  1577388 389881 2234223 65949033 18305 622873 185738 0 534 0
1778905343.672237300	cpu0 278747 84457 526976 7569764 3655 309874 42947 0 109 0
1778905343.672237300	cpu1 310433 84283 496199 7728781 3748 144407 30303 0 94 0
1778905343.672237300	cpu2 223078 54443 305615 8220170 3085 39376 28908 0 102 0
1778905343.672237300	cpu3 224806 52700 311432 8221105 2963 39177 24261 0 124 0
1778905343.672237300	cpu4 235670 53831 322650 8203268 3101 41550 13444 0 30 0
1778905343.672237300	cpu5 116052 25099 109348 8642236 633 10893 3588 0 20 0
1778905343.672237300	cpu6 118777 22166 113109 8579629 607 33834 41381 0 21 0
1778905343.672237300	cpu7 69821 12898 48892 8784076 509 3760 903 0 31 0
1778905344.870541702	cpu  1577508 389886 2234482 65949597 18305 622886 185743 0 534 0
